COUNTY,CENTER,PHONE,AGES,CAPACITY,CITY,ADDR1,ADDR2,ZIP,Full Address,lon,lat
Bergen,"Storybook Learning Center, LLC",201-933-0580,0 to 13,60,Rutherford,56 W Passaic Ave,,7070,"56 W Passaic Ave,Rutherford, NJ 7070",-74.1092711,40.8274792
Bergen,Take My Hand Inc,201-585-1194,0 to 6,100,Leonia,181 Fort Lee Rd,,7605,"181 Fort Lee Rd,Leonia, NJ 7605",-73.9905481,40.8637786
Burlington,Cinnamon Sticks Learning Center,856-303-2200,0 to 13,100,Cinnaminson,600 Route 130 N,,8077,"600 Route 130 N,Cinnaminson, NJ 8077",-74.9977013,39.9940321
Burlington,The Early Childhood Center at Adath Emanu-el,856-608-1200,0 to 6,100,Mount Laurel,205 Elbo La,,8054,"205 Elbo La,Mount Laurel, NJ 8054",-74.8975024,39.9297197
Burlington,Education Station Child Development Center,609-268-0769,0 to 13,67,Shamong,107 Indian Mills Rd,,8088,"107 Indian Mills Rd,Shamong, NJ 8088",-74.746,39.7968
Burlington,"Excel Learning Center, Inc.",856-596-2224,0 to 13,126,Marlton,74 E Main Street,,8053,"74 E Main Street,Marlton, NJ 8053",-74.9156865,39.8903695
Burlington,Excel Learning Center,856-608-9000,0 to 13,195,Mount Laurel,1401 S Church Street,,8054,"1401 S Church Street,Mount Laurel, NJ 8054",-74.9254,39.9176
Burlington,YMCA Childcare at Mt. Laurel,856-234-6200,0 to 6,93,Mount Laurel,59 Centerton Road,,8054,"59 Centerton Road,Mount Laurel, NJ 8054",-74.9118396,39.9721215
Camden,"Respond, Inc. - North Camden Child Development Center",856-966-9081,0 to 6,127,Camden,548-554 State Street,,8102,"548-554 State Street,Camden, NJ 8102",-75.117446,39.952289
Camden,Saint Andrew's Nursery Sch and Kindergtn,856-429-4470,0 to 6,150,Cherry Hill,327 Marlton Pike West,,8002,"327 Marlton Pike West,Cherry Hill, NJ 8002",-75.0141391,39.9141659
Camden,St. John Baptist Church Youth Dev. Ctr.,856-365-3385,0 to 6,60,Camden,30th & Howell Streets,,8105,"30th & Howell Streets,Camden, NJ 8105",-75.3135622,43.1074419
Camden,Kiddie Academy of Runnemede,856-939-1717,0 to 13,147,Runnemede,835 E Clements Bridge Rd,,8078,"835 E Clements Bridge Rd,Runnemede, NJ 8078",-75.0637878,39.8571827
Camden,Temple Beth Sholom Pre-School,856-751-0994,0 to 6,120,Cherry Hill,1901 Kresson Rd,,8003,"1901 Kresson Rd,Cherry Hill, NJ 8003",-74.9544154,39.8754983
Burlington,Fun N' Learn Child Care Center,609-893-9900,0 to 13,63,Browns Mills,530 Lakehurst Rd,,8015,"530 Lakehurst Rd,Browns Mills, NJ 8015",-74.5558636,39.9547522
Burlington,The Goddard School of Mount Laurel,856-727-4222,0 to 13,131,Mount Laurel,2026 D Briggs Rd,,8054,"2026 D Briggs Rd,Mount Laurel, NJ 8054",-74.8972149,39.9666234
Burlington,Goddard School of Medford,609-714-8686,0 to 13,150,Medford,10 Jennings Rd,,8055,"10 Jennings Rd,Medford, NJ 8055",-74.835065,39.9043605
Burlington,The Goddard School - Bordentown,609-291-1800,0 to 13,124,Bordentown,231crosswicks Rd Suite 15,,8505,"231crosswicks Rd Suite 15,Bordentown, NJ 8505",-74.692587,40.144141
Burlington,The Goddard School,856-461-2250,0 to 13,147,Delran,90 Hartford Rd,,8075,"90 Hartford Rd,Delran, NJ 8075",-74.9341,40.0111
Bergen,Temple Beth El Nursery School,201-768-3726,0 to 6,120,Closter,221 Schraalenburgh Rd,,7624,"221 Schraalenburgh Rd,Closter, NJ 7624",-73.9820517,40.9714109
Bergen,Temple Emanuel Early Childhood Program,201-391-8329,0 to 6,132,Woodcliff Lake,87 Overlook Dr,,7677,"87 Overlook Dr,Woodcliff Lake, NJ 7677",-74.0724185,41.0194032
Bergen,"Tender Years Infant Care, LLC",201-796-8686,0 to 13,45,Fair Lawn,2-61 Saddle River Rd,,7410,"2-61 Saddle River Rd,Fair Lawn, NJ 7410",-74.094883,40.930124
Bergen,"TLC Plus II, Inc.",201-403-6262,0 to 6,90,Saddle Brook,17 Platt Ave,,7633,"17 Platt Ave,Saddle Brook, NJ 7633",-74.0822632,40.8994888
Bergen,Tutor Time Child Care Learning Center,201-398-9611,0 to 13,256,Saddle Brook,368 North Midland Ave,,7663,"368 North Midland Ave,Saddle Brook, NJ 7663",-74.1061768,40.910064
Camden,Terri's Tykes at U.S. Vision Care,856-228-1001,0 to 13,74,Glendora,10 Harmon Dr,,8029,"10 Harmon Dr,Glendora, NJ 8029",-75.0757802,39.829437
Camden,Forever Young Child Care Learning Center,856-783-1400,0 to 13,194,Lindenwold,610 Chews Landing Rd,,8021,"610 Chews Landing Rd,Lindenwold, NJ 8021",-75.017529,39.811507
Camden,Under the Sun Learning Center,856-783-9715,0 to 13,110,Stratford,44 Berlin Ave,,8084,"44 Berlin Ave,Stratford, NJ 8084",-75.00197,39.8320289
Camden,Virtua Child Development Center,856-325-5552,0 to 13,156,Voorhees,90 Carnie Blvd,,8043,"90 Carnie Blvd,Voorhees, NJ 8043",-74.9581705,39.8631381
Cape May,Cape Regional Medical Center Auxiliary Early Education Cente,609-463-2500,0 to 13,113,Cape May Court House,2 Stone Harbor Blvd,,8210,"2 Stone Harbor Blvd,Cape May Court House, NJ 8210",-74.8168417,39.0875376
Atlantic,Little Flyers Academy Child Care Center,609-485-5429,0 to 6,56,Atlantic City,Faa William J. Hughes Tech Ctr,Atlantic City Airport,8405,"Faa William J. Hughes Tech Ctr,Atlantic City, NJ 8405",-74.4229266,39.3642834
Bergen,West Side Infant Day Care Center,201-568-2571,0 to 6,15,Englewood,192 W Demarest Ave,,7631,"192 W Demarest Ave,Englewood, NJ 7631",-73.9806577,40.9007268
Bergen,Wyckoff Family YMCA,201-891-2081,0 to 13,347,Wyckoff,691 Wyckoff Ave,,7481,"691 Wyckoff Ave,Wyckoff, NJ 7481",-74.1744779,41.015153
Bergen,Wyckoff Family YMCA at Mahwah,201-529-4819,0 to 6,75,Mahwah,60 Ridge Rd : Bldg#8,,7430,"60 Ridge Rd : Bldg#8,Mahwah, NJ 7430",-73.3834042,41.1923689
Bergen,Wyckoff Family YMCA at Franklin Lakes,201-847-8030,0 to 6,69,Franklin Lakes,730 Franklin Lakes Rd,,7417,"730 Franklin Lakes Rd,Franklin Lakes, NJ 7417",-74.206721,40.993158
Bergen,Wyckoff Family YMCA at Christian Health Care Center,201-848-4499,0 to 6,85,Wyckoff,301 Sicomac Ave,,7481,"301 Sicomac Ave,Wyckoff, NJ 7481",-74.1723954,40.9812871
Cape May,"The Children's Place of Music & Learning, Inc.",609-398-4225,0 to 13,67,Ocean City,145-147 Haven Ave,,8226,"145-147 Haven Ave,Ocean City, NJ 8226",-74.5679369,39.287799
Cape May,For Kids Only Pre-School Learning Center,609-522-4010,0 to 6,30,North Wildwood,2300 New York Ave,,8260,"2300 New York Ave,North Wildwood, NJ 8260",-74.809977,38.997087
Cape May,For Kids Only Country School,609-884-1156,0 to 6,30,Cape May,662 Townbank Rd,,8204,"662 Townbank Rd,Cape May, NJ 8204",-74.9338099,38.977101
Cape May,Over The Rainbow Nursery School & Day Care Center,609-886-4661,0 to 13,22,Cape May Court House,303 Route 47 S,,8210,"303 Route 47 S,Cape May Court House, NJ 8210",-74.8979276,39.0669272
Cape May,Project TEACH - Cape May,609-463-4870,0 to 6,15,Cape May Court House,131 Crest Haven Rd,,8210,"131 Crest Haven Rd,Cape May Court House, NJ 8210",-74.799133,39.098768
Cape May,Seashore Children's Learning Center,609-886-5155,0 to 13,92,Cape May,446 Seashore Rd,,8204,"446 Seashore Rd,Cape May, NJ 8204",-74.89102,39.0051733
Cape May,Tomorrow's World,609-390-1670,0 to 13,114,Marmora,261 Tuckahoe Rd,,8223,"261 Tuckahoe Rd,Marmora, NJ 8223",-74.661522,39.265796
Cape May,Trinity Nursery School,609-390-0974,0 to 13,96,Marmora,20 N Shore Rd,,8223,"20 N Shore Rd,Marmora, NJ 8223",-74.6458277,39.265902
Cumberland,"All Kids First, Inc.",856-563-1224,0 to 6,367,Vineland,1385 Magnolia Rd,,8361,"1385 Magnolia Rd,Vineland, NJ 8361",-75.001739,39.463802
Atlantic,Little PAL's Preschool,609-646-9586,0 to 13,57,Egg Harbor Township,2594 Tilton Rd,,8234,"2594 Tilton Rd,Egg Harbor Township, NJ 8234",-74.567818,39.41515
Atlantic,Adventures In Learning,609-348-3883,0 to 13,50,Atlantic City,1812 Marmora Ave,,8401,"1812 Marmora Ave,Atlantic City, NJ 8401",-74.440265,39.369552
Atlantic,All God's Children Daycare/PreSchool,609-645-3363,0 to 13,75,Absecon,515 S Mill Rd,,8201,"515 S Mill Rd,Absecon, NJ 8201",-74.522976,39.424714
Atlantic,Atlantic City Day Nursery,609-345-3569,0 to 6,87,Atlantic City,101 N Boston Ave,,8401,"101 N Boston Ave,Atlantic City, NJ 8401",-74.452587,39.354636
Bergen,Young Day School,201-385-2992,0 to 13,60,Dumont,1 Park Ave,,7628,"1 Park Ave,Dumont, NJ 7628",-73.995267,40.938844
Cumberland,Corson Park Day Care and Nursery,856-825-5540,0 to 13,71,Millville,4 N 12th Street,,8332,"4 N 12th Street,Millville, NJ 8332",-75.0238937,39.3954831
Cumberland,DiBiase Infant Care Center,856-691-2780,0 to 13,228,Vineland,2040 E Oak Rd,,8361,"2040 E Oak Rd,Vineland, NJ 8361",-74.9867462,39.4994845
Cumberland,Glory Tabernacle ChildCare & Learning Center,856-451-1552,0 to 13,86,Bridgeton,1018 Buckshutem Rd,,8302,"1018 Buckshutem Rd,Bridgeton, NJ 8302",-75.1933509,39.4141863
Camden,"La Petite Academy, Inc.",856-435-7288,0 to 13,142,Voorhees,711 Haddonfield-Berlin Rd,,8043,"711 Haddonfield-Berlin Rd,Voorhees, NJ 8043",-74.9798234,39.8515093
Camden,Little V.I.P.'s Preschool,856-931-1811,0 to 6,97,Bellmawr,318 E Browning Rd,,8031,"318 E Browning Rd,Bellmawr, NJ 8031",-75.0680119,39.8654183
Atlantic,The Wonder Years Day Care Center,609-926-0020,0 to 13,80,Egg Harbor Township,2155 Ocean Heights Ave,,8234,"2155 Ocean Heights Ave,Egg Harbor Township, NJ 8234",-74.624038,39.369758
Bergen,All Saints Child Care Center,201-947-1288,0 to 13,94,Leonia,150 Park Ave,,7605,"150 Park Ave,Leonia, NJ 7605",-73.9936093,40.8587617
Bergen,All Saints Church Pre-School,201-445-9842,0 to 13,113,Glen Rock,40 Central Ave,,7452,"40 Central Ave,Glen Rock, NJ 7452",-74.122874,40.963616
Bergen,"All About Me, Inc.",201-945-0234,0 to 6,60,Cliffside Park,225 Edgewater Rd,,7010,"225 Edgewater Rd,Cliffside Park, NJ 7010",-73.9899593,40.8212407
Bergen,"All About Me, Inc.",201-569-9112,0 to 13,163,Cresskill,5 Legion Dr,,7626,"5 Legion Dr,Cresskill, NJ 7626",-73.9607202,40.9374634
Bergen,Alphabet Soup Child Care Center,201-296-0022,0 to 13,30,Ridgefield Park,212 Main Street,,7660,"212 Main Street,Ridgefield Park, NJ 7660",-74.025288,40.85714
Bergen,Am-Tree Developmental Nursery School II,201-391-8603,0 to 6,89,Montvale,200 Summit Ave,,7645,"200 Summit Ave,Montvale, NJ 7645",-74.069208,41.05682
Bergen,The Apple Tree Child Development Center,201-447-2266,0 to 13,150,Wyckoff,545 Goffle Rd,,7481,"545 Goffle Rd,Wyckoff, NJ 7481",-74.1476851,40.9743447
Bergen,Barnert Temple Preschool & Family Center,201-848-1027,0 to 6,105,Franklin Lakes,747 Route 208 S,,7417,"747 Route 208 S,Franklin Lakes, NJ 7417",-74.209406,41.013276
Atlantic,Milton and Betty Katz Jewish Comm.Ctr.Childcare & Preschool,609-822-1167,0 to 13,266,Margate,501 N Jerome Ave,,8402,"501 N Jerome Ave,Margate, NJ 8402",-74.5090859,39.3343251
Burlington,BCCAP Head Start Child Dev.Center/Infants & Todders Program,856-764-2562,0 to 6,226,Delanco,2431 Burlington Ave,,8075,"2431 Burlington Ave,Delanco, NJ 8075",-74.9339,40.0578999
Burlington,BCCAP - Lumberton Headstart Center,609-267-9527,0 to 6,270,Lumberton,100 Rte. 38 & Maple Grove Blvd,,8048,"100 Rte. 38 & Maple Grove Blvd,Lumberton, NJ 8048",-76.5652775,42.9230997
Burlington,"Brightest Beginnings, LLC",609-261-0004,0 to 13,94,Lumberton,1632 B Route 38,,8048,"1632 B Route 38,Lumberton, NJ 8048",-74.7869319,39.98115
Camden,Little Minnie's Day Care Center,856-963-6600,0 to 13,45,Camden,579 Clinton Street,,8103,"579 Clinton Street,Camden, NJ 8103",-75.1181626,39.9386969
Camden,Little Bear Daycare,856-833-9874,0 to 13,45,Oaklyn,300 White Horse Pike,,8107,"300 White Horse Pike,Oaklyn, NJ 8107",-75.0798768,39.9052544
Camden,Little Restorers Learning Center,856-629-8527,0 to 13,48,Winslow,403 Andrews Rd,,8081,"403 Andrews Rd,Winslow, NJ 8081",-74.957907,39.720176
Camden,"Loida Development Center, Inc.",856-361-7963,0 to 13,41,Camden,357 Morse Street,,8105,"357 Morse Street,Camden, NJ 8105",-75.0864364,39.9411854
Camden,The Malvern School of Erial,856-784-4100,0 to 13,135,Erial,2920 Erial Rd,,8081,"2920 Erial Rd,Erial, NJ 8081",-75.0066049,39.774633
Essex,"The Community School In Nutley, Inc.",973-661-0789,0 to 13,120,Nutley,100 Vincent Pl,,7110,"100 Vincent Pl,Nutley, NJ 7110",-74.1578996,40.8171645
Essex,"The Community School In Nutley, Inc.",973-667-5446,0 to 6,25,Nutley,200 Highfield La,,7110,"200 Highfield La,Nutley, NJ 7110",-74.14703,40.819192
Atlantic,"One Love Day Care and Preschool, LLC",856-697-0485,0 to 13,28,Buena Vista,868 Harding Hwy,Po Box 713,08310-0713,"868 Harding Hwy,Buena Vista, NJ 08310-0713",-74.911774,39.507091
Atlantic,Robinson Small Learning Center,609-344-2737,0 to 13,66,Atlantic City,715 Baltic Ave,,8401,"715 Baltic Ave,Atlantic City, NJ 8401",-74.4216159,39.3683471
Atlantic,SunnyLand Child Care Center,609-823-4110,0 to 13,60,Ventnor,5034 Wellington Ave,,8406,"5034 Wellington Ave,Ventnor, NJ 8406",-74.477344,39.3530152
Atlantic,Toddler Town Infant Nursery & Preschool,609-561-7300,0 to 6,55,Hammonton,425 S Egg Harbor Rd,,8037,"425 S Egg Harbor Rd,Hammonton, NJ 8037",-74.7959,39.630862
Atlantic,Trinity Learning Center,609-653-9001,0 to 13,189,Egg Harbor Township,7004 Ridge Ave,,8234,"7004 Ridge Ave,Egg Harbor Township, NJ 8234",-74.60726,39.381645
Atlantic,Learning Edge Academy dba Children Academy,609-404-4700,0 to 13,176,Galloway,213 E Jimmie Leeds Rd,,8205,"213 E Jimmie Leeds Rd,Galloway, NJ 8205",-74.5113609,39.472218
Burlington,Chesterbrook Academy,856-234-5557,0 to 13,165,Moorestown,130 Borton Landing Rd,,8057,"130 Borton Landing Rd,Moorestown, NJ 8057",-74.9200637,39.9773489
Burlington,Chesterbrook Academy,856-797-2041,0 to 13,135,Marlton,108 Evesboro-Medford Rd,,8053,"108 Evesboro-Medford Rd,Marlton, NJ 8053",-74.9206706,39.9134177
Burlington,Chesterbrook Academy,856-596-7599,0 to 13,150,Marlton,101 Merchants Way,,8053,"101 Merchants Way,Marlton, NJ 8053",-74.8724,39.8578
Bergen,Playmate Too Child Care Center,973-473-7529,0 to 6,38,Lodi,50 Autumn Street,,7644,"50 Autumn Street,Lodi, NJ 7644",-74.085494,40.872783
Bergen,Pre School at Chabad of Fort Lee,201-886-1238,0 to 6,56,Fort Lee,808 Abbott Blvd,,7024,"808 Abbott Blvd,Fort Lee, NJ 7024",-73.982374,40.8313556
Bergen,"Prime Time of Montvale, Inc.",201-840-0100,0 to 13,170,Edgewater,40 Edgewater Pl,,7020,"40 Edgewater Pl,Edgewater, NJ 7020",-73.9764696,40.8248005
Essex,Community Hills Early Learning Center,973-621-0852,0 to 6,165,Newark,85 Irvine Turner Blvd,,7103,"85 Irvine Turner Blvd,Newark, NJ 7103",-74.1896737,40.7310552
Essex,Congregation B'nai Jeshurun /The Rabbi Barry H.Greene Early,973-379-3177,0 to 6,365,Short Hills,1025 S Orange Ave,,7078,"1025 S Orange Ave,Short Hills, NJ 7078",-74.312537,40.7572274
Essex,Early Learning Center,973-227-4161,0 to 6,100,Fairfield,56 Pier La,,7004,"56 Pier La,Fairfield, NJ 7004",-74.267695,40.883372
Essex,The Early Childhood Center at Temple Emanu-El,973-992-6174,0 to 6,92,Livingston,264 West Northfield Road,,7039,"264 West Northfield Road,Livingston, NJ 7039",-74.334069,40.7878964
Essex,"East Orange Child Development Center, Inc.",973-676-1110,0 to 6,60,East Orange,682-690 Park Ave,,7017,"682-690 Park Ave,East Orange, NJ 7017",-74.2195519,40.7739369
Atlantic,Atlantic Project TEACH,609-645-6748,0 to 2½,30,Egg Harbor Twp.,2562 Tilton Rd,,8234,"2562 Tilton Rd,Egg Harbor Twp., NJ 8234",-74.570521,39.420514
Atlantic,"Barbarito and Beyers Preschools, Inc.",609-625-4443,0 to 13,60,Mays Landing,48 Mill Street,,8330,"48 Mill Street,Mays Landing, NJ 8330",-74.735452,39.45133
Atlantic,Creative Learning Pre-School,609-927-4715,0 to 6,160,Linwood,515 W Hamilton Ave,,8221,"515 W Hamilton Ave,Linwood, NJ 8221",-74.584663,39.3425027
Atlantic,"Davis-Holland Learning Center, Inc.",609-909-9979,0 to 13,99,Mays Landing,1445 Cantillon Blvd,,8330,"1445 Cantillon Blvd,Mays Landing, NJ 8330",-74.7039964,39.4444677
Atlantic,English Creek Academy,609-645-9800,0 to 13,246,Egg Harbor Township,600 Scarborough Dr,,8234,"600 Scarborough Dr,Egg Harbor Township, NJ 8234",-74.614543,39.432387
Burlington,Wee Kids Early Learning Center,609-518-7529,0 to 13,129,Hainesport,1299 Route 38 West,,8060,"1299 Route 38 West,Hainesport, NJ 8060",-74.8472138,39.9742012
Camden,Anna's Angels Pediatric Medical Daycare,856-456-3450,0 to 6,20,Gloucester City,238-240 Mercer Street,,8030,"238-240 Mercer Street,Gloucester City, NJ 8030",-75.122257,39.900072
Essex,"Education Station Day Care, Inc.",973-743-7003,0 to 13,124,Bloomfield,156 Washington Street,,7003,"156 Washington Street,Bloomfield, NJ 7003",-74.202637,40.792573
Essex,Essex County College Child Development Center,973-877-3357,0 to 13,150,Newark,303 University Ave,,7102,"303 University Ave,Newark, NJ 7102",-74.1786806,40.7384829
Essex,Iris Berman Nursery School,973-994-2620,0 to 6,60,Livingston,85 W Mt. Pleasant Ave,,7039,"85 W Mt. Pleasant Ave,Livingston, NJ 7039",-74.3190046,40.7948132
Essex,Isaiah House Infants & Tiny Tots Day Care,973-678-5882,0 to 6,25,East Orange,238 N Munn Ave,,7017,"238 N Munn Ave,East Orange, NJ 7017",-74.2053768,40.766355
Essex,It's My Place,973-485-8585,0 to 6,30,Newark,238-240 Berkeley Ave,,7107,"238-240 Berkeley Ave,Newark, NJ 7107",-74.1823034,40.7718071
Essex,Jewish Community Center of Metro West,973-530-3511,0 to 13,357,West Orange,760 Northfield Avenue,,7052,"760 Northfield Avenue,West Orange, NJ 7052",-74.2963088,40.7674616
Atlantic,KidAcademy,609-646-3435,0 to 13,120,Absecon,101 Morton Ave,,8201,"101 Morton Ave,Absecon, NJ 8201",-74.518753,39.4365949
Atlantic,"Kiddie Kastle Academy, LLC",609-272-8000,0 to 13,54,Northfield,515 Tilton Rd,,8225,"515 Tilton Rd,Northfield, NJ 8225",-74.6031723,39.4875442
Atlantic,Kreative Kids of Mays Landing,609-909-1751,0 to 13,44,Mays Landing,1317 Route 50,,8330,"1317 Route 50,Mays Landing, NJ 8330",-74.721389,39.464534
Atlantic,Little Lambs Christian Pre-School,609-965-8070,0 to 13,23,Mays Landing,1202 Crocus Ave,,8330,"1202 Crocus Ave,Mays Landing, NJ 8330",-74.6469214,39.5108434
Camden,Betty & Milton Katz Jewish Community Center PreSchool,856-424-4444,0 to 13,414,Cherry Hill,1301 Springdale Rd,,8003,"1301 Springdale Rd,Cherry Hill, NJ 8003",-74.968004,39.8823539
Camden,The Birchtree Academy,856-547-9333,0 to 6,30,Barrington,112 Clements Bridge Rd,,8007,"112 Clements Bridge Rd,Barrington, NJ 8007",-75.0507774,39.8729935
Camden,Broadway Family Center,856-963-5111,0 to 6,117,Camden,250 Line Street,,8103,"250 Line Street,Camden, NJ 8103",-75.124959,39.936579
Camden,Building Blocks Learning Center,856-875-7588,0 to 13,165,Sicklerville,616 Sicklerville Rd,,8081,"616 Sicklerville Rd,Sicklerville, NJ 8081",-74.990667,39.73085
Camden,Campbell's Family Center,856-342-6319,0 to 13,150,Camden,1 Campbell Pl,,8101,"1 Campbell Pl,Camden, NJ 8101",-75.1080048,39.9395204
Camden,Camden Day Nursery Association,856-365-2200,0 to 13,130,Camden,327 Stevens Street,,8103,"327 Stevens Street,Camden, NJ 8103",-75.1236261,39.9418564
Camden,"Carousel of Learning, Inc.",856-809-0899,0 to 6,51,Berlin,189 Watsontown New Freedom Rd,,8009,"189 Watsontown New Freedom Rd,Berlin, NJ 8009",-74.9291203,39.7740462
Camden,CARE For Me Children's Learning Center,856-663-3094,0 to 13,43,Pennsauken,6002 Westfield Ave,,8110,"6002 Westfield Ave,Pennsauken, NJ 8110",-75.0594555,39.9621166
Essex,"Karate For Youth Child Care Center, Inc.",973-761-6042,0 to 13,120,Maplewood,1812 Springfield Ave,,7040,"1812 Springfield Ave,Maplewood, NJ 7040",-74.2669584,40.7213047
Essex,Kiddie Kampus Child Care Center,973-226-1244,0 to 6,45,Caldwell,108 Bloomfield Ave,,7006,"108 Bloomfield Ave,Caldwell, NJ 7006",-74.2683984,40.8354847
Essex,Executive Kids/DBA Korporate Kids Learning Center,973-857-4648,0 to 13,71,Cedar Grove,155 Commerce Rd,,7009,"155 Commerce Rd,Cedar Grove, NJ 7009",-74.23247,40.864344
Essex,First Class Learning Center,973-680-9000,0 to 13,96,Bloomfield,9-11 Ward Street,,7003,"9-11 Ward Street,Bloomfield, NJ 7003",-74.1995288,40.7947733
Bergen,Glen Rock Jewish Center Nursery School,201-652-6624,0 to 6,97,Glen Rock,682 Harristown Rd,,7452,"682 Harristown Rd,Glen Rock, NJ 7452",-74.1189942,40.9579981
Bergen,The Goddard School for Early Childhood,201-825-2141,0 to 13,213,Ramsey,150 Hilltop Rd,,7446,"150 Hilltop Rd,Ramsey, NJ 7446",-74.1315725,41.077168
Bergen,The Goddard School,201-750-2200,0 to 13,170,Norwood,15 Brook Street,,7648,"15 Brook Street,Norwood, NJ 7648",-73.968343,40.99855
Bergen,The Infant Sweet,201-935-3616,0 to 13,30,Wood-Ridge,55 Humboldt Street,,7075,"55 Humboldt Street,Wood-Ridge, NJ 7075",-74.0879521,40.8437844
Bergen,Infant-Toddler Day Care Center,201-569-5510,0 to 6,30,Englewood,16 William Street,,7631,"16 William Street,Englewood, NJ 7631",-73.9780789,40.895037
Camden,Chesterbrook Academy,856-751-1930,0 to 13,165,Voorhees,9000 Centennial Blvd,,8043,"9000 Centennial Blvd,Voorhees, NJ 8043",-74.9421569,39.8644089
Camden,Kids' Kampus,856-869-3500,0 to 13,91,Westmont,660 W Cuthbert Blvd,,8108,"660 W Cuthbert Blvd,Westmont, NJ 8108",-75.0627019,39.9017691
Camden,KidsNet Learning Center,856-728-6565,0 to 13,146,Sicklerville,665 Chews Landing Rd,,8081,"665 Chews Landing Rd,Sicklerville, NJ 8081",-74.9935929,39.7381653
